MDB,Sovereign / Non-sovereign ,Project name,Project ID,Approval date,Approval year,Country,World Bank Income Level,Investment instrument,Sector (general),Total commitment ($ million),Mitigation sector,Adaptation sector,"Type (mitigation, adaptation or dual-use)",Climate finance ($ million),Mitigation ($ million),Adaptation ($ million),Dual-use ($ million),Climate finance percentage,Source
Asian Development Bank,Nonsovereign,Developing Private Sector Sustainable Transportation Opportunities in Southeast Asia,53246-001,11/04/2021,2021,Indonesia; Philippines; Thailand; Viet Nam; Regional,Regional,Technical assistance,Transport,0.175,,,Mitigation,0.175,0,0.175,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Nonsovereign,Developing Private Sector Sustainable Transportation Opportunities in Southeast Asia,53246-001,21/03/2022,2022,Indonesia; Philippines; Thailand; Viet Nam; Regional,Regional,Technical assistance,Transport,0.35,,,Mitigation,0.035,0.035,,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,South Asia Subregional Economic Cooperation Integrated Trade Facilitation Sector Development Program,53260-001,15/06/2022,2022,Bangladesh,Lower middle income,Loan,Industry and trade,152.54,,,Dual-use,30,30,,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,South Asia Subregional Economic Cooperation Integrated Trade Facilitation Sector Development Program,53260-001,15/06/2022,2022,Bangladesh,Lower middle income,Loan,Industry and trade,,,,Dual-use,5.26,1.21,4.05,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Supporting the South Asia Subregional Economic Cooperation Integrated Trade Facilitation Sector Development Program (Attached TA to South Asia Subregional Economic Cooperation Integrated Trade Facilitation Sector Development Program),53260-001,29/12/2022,2022,Bangladesh,Lower middle income,Technical assistance,,,,,Dual-use,0,,,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Sustainable Coastal and Marine Fisheries Project,53261-001,22/12/2022,2022,Cambodia,Lower middle income,Loan,"Agriculture, natural resources and rural development",104,,,Adaptation,22.7,,22.7,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Sustainable Coastal and Marine Fisheries Project,53261-001,22/12/2022,2022,Cambodia,Lower middle income,Grant,"Agriculture, natural resources and rural development",,,,Adaptation,18.6,,18.6,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Sustainable Coastal and Marine Fisheries Project,53261-001,22/12/2022,2022,Cambodia,Lower middle income,Loan,"Agriculture, natural resources and rural development",,,,Adaptation,3.5,,3.5,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Sustainable Coastal and Marine Fisheries Project,53261-001,22/12/2022,2022,Cambodia,Lower middle income,Loan,"Agriculture, natural resources and rural development",,,,Adaptation,12.5,,12.5,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Agartala City Urban Development Project,53262-001,12/11/2021,2021,India,Lower middle income,Loan,Water and other urban infrastructure and services,77.25,,,Adaptation,6.52,6.52,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Capacity Development for the Agartala City Urban Development Project (attached TA to the Agartala City Urban Development Project),53262-001,31/12/2021,2021,India,Lower middle income,Technical assistance,Water and other urban infrastructure and services,,,,Adaptation,0.1,0.1,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Achieving Water Sector Priorities in Asia and the Pacific under Strategy 2030,53263-001,20/11/2023,2023,Regional,Regional,Technical assistance cofinancing,"Agriculture, natural resources and rural development",2,,,Adaptation,1.5,,1.5,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Maharashtra Agribusiness Network Project,53264-001,26/10/2021,2021,India,Lower middle income,Loan,"Agriculture, natural resources and rural development",145.4,,,Dual-use,0.37,0.23,0.14,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Enhancing Market Linkages for Farmer Producer Organizations (attached TA to Maharashtra Agribusiness Network Project),53264-001,03/11/2021,2021,India,Lower middle income,Technical assistance,"Agriculture, natural resources and rural development",,,,Dual-use,0,,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Enhancing Market Linkages for Farmer Producer Organizations (attached TA to Maharashtra Agribusiness Network Project),53264-001,03/11/2021,2021,India,Lower middle income,Technical assistance,"Agriculture, natural resources and rural development",,,,Dual-use,0,,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Central Asia Regional Economic Cooperation Corridor 2 (Bukhara-Miskin-Urgench-Khiva) Railway Electrification Project,53271-001,29/12/2021,2021,Uzbekistan,Lower middle income,Loan,Transport,445.65467,,,Dual-use,162,4.02,157.98,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Central Asia Regional Economic Cooperation Corridor 2 (Bukhara-Miskin-Urgench-Khiva) Railway Electrification Project,53271-001,29/12/2021,2021,Uzbekistan,Lower middle income,Loan,Transport,,,,Dual-use,108,2.68,105.32,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Tripura Urban and Tourism Development Project,53276-002,22/12/2023,2023,India,Lower middle income,Loan,Water and other urban infrastructure and services,125,,,Dual-use,14.14,1.95,12.19,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Tripura Urban and Tourism Development Project,53276-002,22/12/2023,2023,India,Lower middle income,Loan,Transport,,,,Dual-use,0.01,,0.01,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Assam Skill University Project,53277-002,17/12/2021,2021,India,Lower middle income,Loan,Education,141.15,,,Dual-use,32.81,1.88,30.93,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Supporting the Development of Higher-Level Skills and Entrepreneurship (attached TA to Assam Skill University Project),53277-002,31/12/2021,2021,India,Lower middle income,Technical assistance,Education,,,,Dual-use,0.15,0.15,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Supporting the Development of Higher-Level Skills and Entrepreneurship (attached TA to Assam Skill University Project),53277-002,31/12/2021,2021,India,Lower middle income,Technical assistance,Education,,,,Dual-use,0.202,0.088375,0.113625,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Nonsovereign,Green Yellow Rooftop Solar Project,53283-001,12/04/2021,2021,Thailand,Upper middle income,Loan,Energy,49.78,,,Mitigation,9.92294487,0,9.92294487,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Nonsovereign,Green Yellow Rooftop Solar Project,53283-001,12/04/2021,2021,Thailand,Upper middle income,Loan,Energy,,,,Mitigation,1.255613,0,1.255613,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Nonsovereign,Green Yellow Rooftop Solar Project,53283-001,12/04/2021,2021,Thailand,Upper middle income,Loan,Energy,,,,Mitigation,11.300514,0,11.300514,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Chuuk Water Supply and Sanitation Project (Additional Financing),53284-003,19/12/2023,2023,Federated States of Micronesia,Lower middle income,Grant,Water and other urban infrastructure and services,19.19,,,Adaptation,17.9,,17.9,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Greater Mekong Subregion Border Areas Health Project,53290-001,22/12/2022,2022,Cambodia,Lower middle income,Loan,Health,36.12,,,Dual-use,2,1.1,0.9,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Greater Mekong Subregion Border Areas Health Project,53290-001,22/12/2022,2022,Cambodia,Lower middle income,Grant,Health,,,,Dual-use,0,,,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Improving the Quality of Health Care Project,53291-001,20/10/2023,2023,Lao People's Democratic Republic,Lower middle income,Loan,Health,45,,,Dual-use,3.8,1.5,2.3,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Nonsovereign,Louis Dreyfus COVID-19 Climate-Resilient Smallholder Farmer Recovery Project,53298-001,06/04/2022,2022,India; Indonesia; Pakistan; Regional; Thailand; Viet Nam,Regional,Loan,"Agriculture, natural resources and rural development",296.5,,,Adaptation,36.09,,36.09,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Nonsovereign,Climate-Resilient Farmer Group Development to Support COVID-19 Recovery for Smallholder Coffee and Cotton Farmers,53298-002,13/12/2021,2021,India; Indonesia; Regional,Regional,Technical assistance,"Agriculture, natural resources and rural development",0.59,,,Adaptation,0.205,0.205,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Nonsovereign,Climate-Resilient Farmer Group Development to Support COVID-19 Recovery for Smallholder Coffee and Cotton Farmers,53298-002,13/12/2021,2021,India; Indonesia; Regional,Regional,Technical assistance,"Agriculture, natural resources and rural development",,,,Adaptation,0.385,0.385,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Preparing and Implementing Gender-Inclusive Projects in Central and West Asia Subproject 7: Promoting Growth of Women's Enterprises in the Surkhandarya Region (attached TA to the National Road Development Project),53312-001,22/02/2022,2022,Uzbekistan,Lower middle income,Technical assistance,Transport,,,,Dual-use,0,,,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,National Road Development Project,53312-001,25/03/2022,2022,Uzbekistan,Lower middle income,Loan,Transport,337.08,,,Dual-use,17.76,0.768,16.992,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Bengaluru Metro Rail Project,53326-001,19/08/2021,2021,India,Lower middle income,Loan,Transport,1847,,,Dual-use,500,1.47,498.53,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Assam South Asia Subregional Economic Cooperation Corridor Connectivity Improvement Project,53335-001,28/12/2022,2022,India,Lower middle income,Loan,Transport,500,,,Adaptation,75.396,,75.396,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Supporting Renewable Technology-Inclusive Heat Supply Legislation,53341-001,06/12/2021,2021,Kazakhstan,Upper middle income,Technical assistance,Energy,0.3,,,Mitigation,0.3,,0.3,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Investing in Climate Change Adaptation through Agroecological Landscape Restoration: A Nature-Based Solution for Climate Resilience,53348-001,16/05/2023,2023,Regional,Regional,Technical assistance,"Agriculture, natural resources and rural development",0.18,,,Adaptation,0.18,,0.18,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Competitive and Inclusive Agriculture Development Program (Subprogram 2),53353-002,06/02/2023,2023,Philippines,Lower middle income,Loan,Public sector management,500,,,Dual-use,5.655,,5.655,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Competitive and Inclusive Agriculture Development Program (Subprogram 2),53353-002,06/02/2023,2023,Philippines,Lower middle income,Loan,Finance,,,,Dual-use,5.655,,5.655,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Competitive and Inclusive Agriculture Development Program (Subprogram 2),53353-002,06/02/2023,2023,Philippines,Lower middle income,Loan,"Agriculture, natural resources and rural development",,,,Dual-use,100,32.7,67.3,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Road Network Improvement Project (Phase 2),53372-001,08/12/2021,2021,Cambodia,Lower middle income,Loan,Transport,90,,,Dual-use,8.39,7.74,0.65,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Nonsovereign,DBL Highway Project,53376-001,12/11/2021,2021,India,Lower middle income,Loan,Transport,242,,,Adaptation,0.61,0.61,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,South Asia Subregional Economic Cooperation Dhaka–Sylhet Corridor Road Investment Project-Tranche 1,53382-002,04/10/2021,2021,Bangladesh,Lower middle income,Loan,Transport,882.9,,,Adaptation,78.5164866,78.5164866,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Greater Mekong Subregion Climate Change and Environmental Sustainability Program,53390-001,02/12/2021,2021,Cambodia; Lao People's Democratic Republic; Myanmar; People's Republic of China; Thailand; Viet Nam; Regional,Regional,Technical assistance,"Agriculture, natural resources and rural development",2,,,Dual-use,1.25,0.875,0.375,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Greater Mekong Subregion Climate Change and Environmental Sustainability Program,53390-001,02/12/2021,2021,Cambodia; Lao People's Democratic Republic; Myanmar; People's Republic of China; Thailand; Viet Nam; Regional,Regional,Technical assistance,Energy,,,,Dual-use,0.25,0.175,0.075,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Greater Mekong Subregion Climate Change and Environmental Sustainability Program,53390-001,02/12/2021,2021,Cambodia; Lao People's Democratic Republic; Myanmar; People's Republic of China; Thailand; Viet Nam; Regional,Regional,Technical assistance,Finance,,,,Dual-use,0.2,0.14,0.06,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Greater Mekong Subregion Climate Change and Environmental Sustainability Program,53390-001,02/12/2021,2021,Cambodia; Lao People's Democratic Republic; Myanmar; People's Republic of China; Thailand; Viet Nam; Regional,Regional,Technical assistance,Industry and trade,,,,Dual-use,0.1,0.07,0.03,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Greater Mekong Subregion Climate Change and Environmental Sustainability Program,53390-001,02/12/2021,2021,Cambodia; Lao People's Democratic Republic; Myanmar; People's Republic of China; Thailand; Viet Nam; Regional,Regional,Technical assistance,Information and communication technology,,,,Dual-use,0.2,0.14,0.06,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Greater Mekong Subregion Climate Change and Environmental Sustainability Program,53390-001,23/06/2023,2023,Regional (Southeast Asia),Regional,Technical assistance cofinancing,"Agriculture, natural resources and rural development",0.5,,,Dual-use,0.5,0.25,0.25,,,Climate Change Financing at ADB - 2023
